METID	REPLACEMENTID
N-methylsalsolinol[c]	m02603c
N-methylserotonin[c]	m02604c
N-methyltryptamine[c]	m02605c
N-methyltyramine[c]	m02606c
NNAL-N-glucuronide[c]	m02607c
N-nitrosomethanamine[c]	m02608c
NO[c]	m02609c
NO[s]	m02609s
noladin-ether[c]	m02610c
nonadecanoylcarnitine[c]	m02611c
nonadecanoylcarnitine[m]	m02611m
nonadecanoylcarnitine[r]	m02611r
nonadecanoyl-CoA[c]	m02612c
nonadecanoyl-CoA[m]	m02612m
nonadecanoyl-CoA[r]	m02612r
nonadecylic acid[c]	m02613c
nonadecylic acid[l]	m02613l
nonadecylic acid[r]	m02613r
nonadecylic acid[s]	m02613s
nonanoic acid[c]	m02614c
nonanoic acid[s]	m02614s
nonanoyl-[ACP][c]	m02615c
nonanoyl-CoA[c]	m02616c
nonanoyl-CoA[m]	m02616m
noradrenaline[c]	m02617c
noradrenaline[s]	m02617s
noradrenochrome[c]	m02618c
noradrenochrome-O-semiquinone[c]	m02619c
norepinephrine sulfate[c]	m02620c
norepinephrine sulfate[s]	m02620s
norlaudanosoline[c]	m02621c
normetanephrine[c]	m02622c
N-pantothenoylcysteine[c]	m02623c
N-pantothenoylcysteine[m]	m02623m
N-retinylidene-N-retinylethanolamine[c]	m02624c
N-substituted amino acid[c]	m02625c
N-substituted aminoacyl tRNA[c]	m02626c
N-tetradecanoylglycylpeptide[c]	m02627c
N-trimethyl-2-aminoethylphosphonate[c]	m02628c
O-1-alk-1-enyl-2-acyl-sn-glycero-3-phosphoethanolamine[c]	m02629c
O2[c]	m02630c
O2-[c]	m02631c
O2[g]	m02630g
O2[l]	m02630l
O2[m]	m02630m
O2-[m]	m02631m
O2[n]	m02630n
O2-[n]	m02631n
O2[p]	m02630p
O2-[p]	m02631p
O2[r]	m02630r
O2[s]	m02630s
O2-[s]	m02631s
O2-4a-cyclic-tetrahydrobiopterin[c]	m02632c
O2-4a-cyclic-tetrahydrobiopterin[n]	m02632n
OAA[c]	m02633c
OAA[m]	m02633m
OAA[p]	m02633p
O-acetylcarnitine[c]	m02634c
O-acetylcarnitine[m]	m02634m
O-acetylcarnitine[p]	m02634p
O-acetylcarnitine[r]	m02634r
O-butanoylcarnitine[c]	m02635c
O-butanoylcarnitine[m]	m02635m
ocosatetraenoylcarnitine[c]	m02636c
ocosatetraenoylcarnitine[m]	m02636m
ocosatetraenoylcarnitine[r]	m02636r
octadecatrienoylcarnitine[c]	m02637c
octadecatrienoylcarnitine[m]	m02637m
octadecatrienoylcarnitine[r]	m02637r
octadecenoylcarnitine(11)[c]	m02638c
octadecenoylcarnitine(11)[m]	m02638m
octadecenoylcarnitine(11)[r]	m02638r
octadecenoylcarnitine(5)[c]	m02639c
octadecenoylcarnitine(5)[m]	m02639m
octadecenoylcarnitine(5)[r]	m02639r
octadecenoylcarnitine(7)[c]	m02640c
octadecenoylcarnitine(7)[m]	m02640m
octadecenoylcarnitine(7)[r]	m02640r
octanoate radical[c]	m02641c
octanoic acid[c]	m02642c
octanoic acid[s]	m02642s
octanoyl-[ACP][c]	m02643c
octanoyl-CoA[c]	m02644c
octanoyl-CoA[m]	m02644m
octanoyl-CoA[p]	m02644p
O-D-mannosylprotein[c]	m02645c
oleate[c]	m02646c
oleate[l]	m02646l
oleate[r]	m02646r
oleate[s]	m02646s
oleoyl-CoA[c]	m02647c
oleoyl-CoA[m]	m02647m
oleoyl-CoA[p]	m02647p
oleoyl-CoA[r]	m02647r
omega-3-arachidonic acid[c]	m02648c
omega-3-arachidonic acid[l]	m02648l
omega-3-arachidonic acid[r]	m02648r
omega-3-arachidonic acid[s]	m02648s
omega-carboxy-trinor-LTB4[m]	m02649m
omega-carboxy-trinor-LTB4[p]	m02649p
omega-COOH-dinor-LTE4-CoA[p]	m02650p
omega-COOH-tetranor-LTE3[p]	m02651p
omega-COOH-tetranor-LTE3-CoA[p]	m02652p
omeprazole[c]	m02653c
omeprazole[s]	m02653s
O-methylhippurate[c]	m02654c
O-phospho-L-homoserine[c]	m02655c
O-phosphoprotamine[c]	m02656c
O-propanoylcarnitine[c]	m02657c
O-propanoylcarnitine[m]	m02657m
O-propanoylcarnitine[p]	m02657p
ornithine[c]	m02658c
ornithine[m]	m02658m
ornithine[s]	m02658s
orotate[c]	m02659c
orotate[s]	m02659s
orotidine-5-phosphate[c]	m02660c
oxalate[c]	m02661c
oxalate[m]	m02661m
oxalate[p]	m02661p
oxalate[s]	m02661s
oxalosuccinate[c]	m02662c
oxalosuccinate[m]	m02662m
oxalosuccinate[p]	m02662p
oxidized adrenal ferredoxin[c]	m02663c
oxidized dithiothreitol[c]	m02664c
oxidized ferredoxin[c]	m02665c
oxidized ferredoxin[m]	m02665m
oxidized thioredoxin[c]	m02666c
oxidized thioredoxin[m]	m02666m
oxidized thioredoxin[n]	m02666n
oxo-xanthurenate[c]	m02667c
oxytocin 1-8[c]	m02668c
oxytocin[c]	m02669c
P1,P4-bis(5-adenosyl)-tetraphosphate[c]	m02670c
P1,P4-bis(5-guanosyl)-tetraphosphate[c]	m02671c
PA6[g]	m02672g
PA6[l]	m02672l
PA6[s]	m02672s
paclitaxel[c]	m02673c
paclitaxel[s]	m02673s
palmitate[c]	m02674c
palmitate[l]	m02674l
palmitate[p]	m02674p
palmitate[r]	m02674r
palmitate[s]	m02674s
palmitolate[c]	m02675c
palmitolate[l]	m02675l
palmitolate[r]	m02675r
palmitolate[s]	m02675s
palmitoleoyl-carnitine[c]	m02676c
palmitoleoyl-carnitine[m]	m02676m
palmitoleoyl-carnitine[r]	m02676r
palmitoleoyl-CoA[c]	m02677c
palmitoleoyl-CoA[m]	m02677m
palmitoleoyl-CoA[p]	m02677p
palmitoleoyl-CoA[r]	m02677r
palmitoyl-CoA[c]	m02678c
palmitoyl-CoA[m]	m02678m
palmitoyl-CoA[p]	m02678p
palmitoyl-CoA[r]	m02678r
pantetheine[c]	m02679c
pantetheine[m]	m02679m
pantothenate[c]	m02680c
pantothenate[s]	m02680s
PAP[c]	m02681c
PAP[g]	m02681g
PAP[l]	m02681l
PAPS[c]	m02682c
PAPS[g]	m02682g
PAPS[l]	m02682l
paragloboside[c]	m02683c
PC-LD pool[c]	m02684c
PC-LD pool[g]	m02684g
PC-LD pool[l]	m02684l
PC-LD pool[r]	m02684r
PC-LD pool[s]	m02684s
PE-LD pool[c]	m02685c
PE-LD pool[g]	m02685g
PE-LD pool[l]	m02685l
PE-LD pool[m]	m02685m
PE-LD pool[r]	m02685r
PE-LD pool[s]	m02685s
PE-NME-LD pool[c]	m02686c
pentadecanoyl-[ACP][c]	m02687c
pentadecanoylcarnitine[c]	m02688c
pentadecanoylcarnitine[m]	m02688m
pentadecanoylcarnitine[r]	m02688r
pentadecanoyl-CoA[c]	m02689c
pentadecanoyl-CoA[m]	m02689m
pentadecanoyl-CoA[r]	m02689r
pentadecylic acid[c]	m02690c
pentadecylic acid[l]	m02690l
pentadecylic acid[r]	m02690r
pentadecylic acid[s]	m02690s
pentaglutamyl-folate(DHF)[c]	m02691c
pentaglutamyl-folate(DHF)[l]	m02691l
pentaglutamyl-folate(DHF)[m]	m02691m
pentaglutamyl-folate(DHF)[s]	m02691s
pentaglutamyl-folate(THF)[c]	m02692c
pentaglutamyl-folate(THF)[l]	m02692l
pentaglutamyl-folate(THF)[m]	m02692m
pentaglutamyl-folate(THF)[s]	m02692s
pentanoyl-[ACP][c]	m02693c
pentanoyl-CoA[c]	m02694c
pentanoyl-CoA[m]	m02694m
pentyl radical[c]	m02695c
PEP[c]	m02696c
PEP[m]	m02696m
PE-PS-LD pool[c]	m02697c
peptide sans lysine[r]	m02698r
peptide-2-(3-carboxy-3-aminopropyl)-L-histidine[c]	m02699c
peptide-2-[3-carboxy-3-(methylammonio)propyl]-L-histidine[c]	m02700c
peptide-3-hydroxy-L-aspartate[c]	m02701c
peptide-L-aspartate[c]	m02702c
peptide-L-methionine-(S)-S-oxide[c]	m02703c
peptide-L-methionine[c]	m02704c
peptidyl-allysyl-peptide[c]	m02705c
peptidylamidoglycolate[c]	m02706c
peptidylglycine[c]	m02707c
peptidyl-L-lysyl-peptide[c]	m02708c
peptidylproline-(omega=0)[c]	m02709c
peptidylproline-(omega=180)[c]	m02710c
perillic acid[c]	m02711c
perillic acid[m]	m02711m
perillyl alcohol[c]	m02712c
perillyl alcohol[s]	m02712s
perillyl aldehyde[c]	m02713c
perillyl aldehyde[m]	m02713m
peroxynitrite[c]	m02714c
PG-CL pool[m]	m02715m
PGH3[c]	m02716c
PGH3[n]	m02716n
PGP-CL pool[m]	m02717m
phenethylamine[c]	m02718c
phenylacetaldehyde[c]	m02719c
phenylacetaldehyde[m]	m02719m
phenylacetate[c]	m02720c
phenylacetate[m]	m02720m
phenylacetyl-CoA[c]	m02721c
phenylacetylglutamine[c]	m02722c
phenylacetylglutamine[s]	m02722s
phenylacetylglycine[c]	m02723c
phenylacetylglycine[s]	m02723s
phenylalanine[c]	m02724c
phenylalanine[l]	m02724l
phenylalanine[m]	m02724m
phenylalanine[s]	m02724s
phenylpyruvate[c]	m02725c
phosphatidate-bile-PC pool[c]	m02726c
phosphatidate-CL pool[m]	m02727m
phosphatidate-LD-PC pool[c]	m02728c
phosphatidate-LD-PC pool[g]	m02728g
phosphatidate-LD-PC pool[r]	m02728r
phosphatidate-LD-PE pool[c]	m02729c
phosphatidate-LD-PI pool[c]	m02730c
phosphatidate-LD-PS pool[c]	m02731c
phosphatidate-LD-SM pool[c]	m02732c
phosphatidate-LD-TAG pool[c]	m02733c
phosphatidate-LD-TAG pool[r]	m02733r
phosphatidylinositol-3,4,5-trisphosphate[c]	m02734c
phosphatidylinositol-3,4,5-trisphosphate[n]	m02734n
phosphatidylinositol-3,5-bisphosphate[c]	m02735c
phosphatidylinositol-3,5-bisphosphate[r]	m02735r
phosphatidylinositol-4,5-bisphosphate[c]	m02736c
phosphatidylinositol-4,5-bisphosphate[n]	m02736n
phospho-[beta adrenergic receptor][c]	m02737c
phosphocholine[c]	m02738c
phosphocholine[g]	m02738g
phosphocholine[l]	m02738l
phosphodimethylethanolamine[c]	m02739c
phospholipids extracellular pool[s]	m02740s
phosphopantetheine[c]	m02741c
phosphopantetheine[m]	m02741m
phosphoprotein[c]	m02742c
phosphorhodopsin[c]	m02743c
phylloquinone[c]	m02744c
phylloquinone[s]	m02744s
physeteric acid[c]	m02745c
physeteric acid[l]	m02745l
physeteric acid[r]	m02745r
physeteric acid[s]	m02745s
phytanic acid[c]	m02746c
phytanic acid[p]	m02746p
phytanic acid[s]	m02746s
phytanoyl-CoA[c]	m02747c
phytanoyl-CoA[p]	m02747p
phytoceramide pool[c]	m02748c
phytosphingosine[c]	m02749c
PI pool[c]	m02750c
PI pool[g]	m02750g
PI pool[l]	m02750l
PI pool[n]	m02750n
PI pool[r]	m02750r
Pi[c]	m02751c
Pi[g]	m02751g
Pi[l]	m02751l
Pi[m]	m02751m
Pi[n]	m02751n
Pi[p]	m02751p
Pi[r]	m02751r
Pi[s]	m02751s
picolinic acid[c]	m02752c
plasminogen[c]	m02753c
plasminogen[l]	m02753l
plasminogen[s]	m02753s
PNP[c]	m02754c
PNP[s]	m02754s
polynucleotide[c]	m02755c
porphobilinogen[c]	m02756c
PPARA[c]	m02757c
PPARA[l]	m02757l
PPARA[n]	m02757n
PPE-NME2-LD pool[c]	m02758c
PPi[c]	m02759c
PPi[m]	m02759m
PPi[n]	m02759n
PPi[p]	m02759p
PPi[r]	m02759r
PPi[s]	m02759s
pregn-5-ene-3,20-dione[c]	m02760c
pregn-5-ene-3,20-dione-17-ol[c]	m02761c
pregnenolone sulfate[c]	m02762c
pregnenolone sulfate[r]	m02762r
pregnenolone[c]	m02763c
pregnenolone[m]	m02763m
pregnenolone[r]	m02763r
presqualene-PP[c]	m02764c
previtamin D3[c]	m02765c
pristanic acid[p]	m02766p
procollagen-5-hydroxy-L-lysine[c]	m02767c
procollagen-L-lysine[c]	m02768c
progesterone[c]	m02769c
progesterone[r]	m02769r
progesterone[s]	m02769s
proline[c]	m02770c
proline[l]	m02770l
proline[m]	m02770m
proline[s]	m02770s
propane-1,2-diol[c]	m02771c
propanoate[c]	m02772c
propanoate[m]	m02772m
propanoate[p]	m02772p
propanoate[s]	m02772s
propanoyl-[ACP][c]	m02773c
propanoyl-CoA[c]	m02774c
propanoyl-CoA[m]	m02774m
propanoyl-CoA[p]	m02774p
propinol adenylate[c]	m02775c
propinol adenylate[m]	m02775m
prostaglandin A1[c]	m02776c
prostaglandin A1[s]	m02776s
prostaglandin A2[c]	m02777c
prostaglandin A2[s]	m02777s
prostaglandin B1[c]	m02778c
prostaglandin B1[s]	m02778s
prostaglandin B2[c]	m02779c
prostaglandin B2[s]	m02779s
prostaglandin C1[c]	m02780c
prostaglandin C1[s]	m02780s
prostaglandin C2[c]	m02781c
prostaglandin C2[s]	m02781s
prostaglandin D1[c]	m02782c
prostaglandin D1[s]	m02782s
prostaglandin D2[c]	m02783c
prostaglandin D2[r]	m02783r
prostaglandin D2[s]	m02783s
prostaglandin D3[c]	m02784c
prostaglandin D3[s]	m02784s
prostaglandin E1[c]	m02785c
prostaglandin E1[s]	m02785s
prostaglandin E2[c]	m02786c
prostaglandin E2[r]	m02786r
prostaglandin E2[s]	m02786s
prostaglandin E3[c]	m02787c
prostaglandin E3[n]	m02787n
prostaglandin E3[s]	m02787s
prostaglandin F1alpha[c]	m02788c
prostaglandin F1alpha[s]	m02788s
prostaglandin F2alpha[c]	m02789c
prostaglandin F2alpha[s]	m02789s
prostaglandin F2beta[c]	m02790c
prostaglandin F2beta[s]	m02790s
prostaglandin G1[c]	m02791c
prostaglandin G1[r]	m02791r
prostaglandin G2[c]	m02792c
prostaglandin G2[r]	m02792r
prostaglandin G2[s]	m02792s
prostaglandin H1[c]	m02793c
prostaglandin H1[r]	m02793r
prostaglandin H2[c]	m02794c
prostaglandin H2[r]	m02794r
prostaglandin H2[s]	m02794s
prostaglandin I2[c]	m02795c
prostaglandin I2[r]	m02795r
prostaglandin I2[s]	m02795s
prostaglandin J2[c]	m02796c
prostaglandin J2[r]	m02796r
prostaglandin-PGB2-glyceryl ester[c]	m02797c
prostaglandin-PGE2-1-glyceryl ester[c]	m02798c
prostaglandin-PGE2-3-glyceryl ester[c]	m02799c
prostaglandin-PGE2-glyceryl ester[c]	m02800c
protamine[c]	m02801c
prothrombin[c]	m02802c
prothrombin[l]	m02802l
prothrombin[s]	m02802s
protoporphyrin[c]	m02803c
protoporphyrin[m]	m02803m
protoporphyrinogen IX[c]	m02804c
protoporphyrinogen IX[m]	m02804m
provitamin D3[c]	m02805c
PRPP[c]	m02806c
PRPP[s]	m02806s
pseudouridine-5-phosphate[c]	m02807c
PS-LD pool[c]	m02808c
PS-LD pool[l]	m02808l
PS-LD pool[r]	m02808r
psychosine sulfate[c]	m02809c
psychosine[c]	m02810c
psychosine[l]	m02810l
putreanine[c]	m02811c
putrescine[c]	m02812c
putrescine[m]	m02812m
putrescine[p]	m02812p
putrescine[s]	m02812s
pyridoxal[c]	m02813c
pyridoxal[s]	m02813s
pyridoxal-phosphate[c]	m02814c
pyridoxal-phosphate[s]	m02814s
pyridoxamine[c]	m02815c
pyridoxamine[s]	m02815s
pyridoxamine-phosphate[c]	m02816c
pyridoxine[c]	m02817c
pyridoxine[s]	m02817s
pyridoxine-phosphate[c]	m02818c
pyruvate[c]	m02819c
pyruvate[m]	m02819m
pyruvate[p]	m02819p
pyruvate[s]	m02819s
queuine[c]	m02820c
quinidine[c]	m02821c
quinidine[s]	m02821s
quinolinate[c]	m02822c
quinonoid dihydrobiopterin[c]	m02823c
quinonoid dihydrobiopterin[n]	m02823n
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[c]	m02824c
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinoate[r]	m02824r
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate[c]	m02825c
rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate[r]	m02825r
rac-5,6-epoxy-retinoyl-beta-D-glucuronide[c]	m02826c
rac-5,6-epoxy-retinoyl-beta-D-glucuronide[r]	m02826r
reduced adrenal ferredoxin[c]	m02827c
reduced ferredoxin[c]	m02828c
reduced ferredoxin[m]	m02828m
reduced vitamin K[c]	m02829c
retinal[c]	m02832c
retinal[r]	m02832r
retinoate[c]	m02833c
retinoate[r]	m02833r
retinoate[s]	m02833s
retinol[c]	m02834c
retinol[r]	m02834r
retinol[s]	m02834s
retinoyl-CoA[c]	m02835c
retinoyl-glucuronide[c]	m02836c
retinoyl-glucuronide[r]	m02836r
retinoyl-glucuronide[s]	m02836s
retinyl palmitate[s]	m02837s
retinyl-ester[c]	m02838c
reverse triiodthyronine[c]	m02839c
reverse triiodthyronine[r]	m02839r
reverse triiodthyronine[s]	m02839s
rhodopsin[c]	m02840c
ribitol[c]	m02841c
ribitol[s]	m02841s
riboflavin[c]	m02842c
riboflavin[s]	m02842s
ribose[c]	m02843c
ribose[s]	m02843s
ribose-1-phosphate[c]	m02844c
ribose-5-phosphate[c]	m02845c
ribose-5-phosphate[r]	m02845r
ribulose-5-phosphate[c]	m02846c
ribulose-5-phosphate[r]	m02846r
RNA[c]	m02847c
RNA-3-terminal-phosphate[c]	m02848c
RNA-terminal-2,3-cyclic-phosphate[c]	m02849c
S-(1,2-dichlorovinyl)glutathione[c]	m02850c
S-(11-hydroxy-9-deoxy-delta12-PGD2)-glutathione[c]	m02851c
S-(11-OH-9-deoxy-delta9,12-PGD2)-glutathione[c]	m02852c
S-(2,2-dichloro-1-hydroxy)ethyl glutathione[c]	m02853c
S-(2-chloroacetyl)glutathione[c]	m02854c
S-(2-hydroxyethyl)glutathione[c]	m02855c
S-(2-methylbutanoyl)-dihydrolipoamide[m]	m02856m
S-(2-methylpropanoyl)-dihydrolipoamide[m]	m02857m
S-(3-methylbutanoyl)-dihydrolipoamide[m]	m02858m
S-(9-deoxy-delta12-PGD2)-glutathione[c]	m02859c
S-(9-deoxy-delta9,12-PGD2)-glutathione[c]	m02860c
S-(formylmethyl)glutathione[c]	m02861c
S-(PGA1)-glutathione[c]	m02862c
S-(PGA2)-glutathione[c]	m02863c
S-(PGJ2)-glutathione[c]	m02864c
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-3-thiolactate[c]	m02865c
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione[c]	m02866c
S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]-L-cysteine[c]	m02867c
saccharopine[m]	m02868m
S-acetyldihydrolipoamide[m]	m02869m
S-adenosylmethioninamine[c]	m02870c
SAH[c]	m02871c
SAH[m]	m02871m
SAH[n]	m02871n
SAH[r]	m02871r
SAICAR[c]	m02872c
salsoline[c]	m02873c
salsoline-1-carboxylate[c]	m02874c
salsolinol[c]	m02875c
salsolinol-1-carboxylate[c]	m02876c
SAM[c]	m02877c
SAM[m]	m02877m
SAM[n]	m02877n
SAM[r]	m02877r
S-aminomethyldihydrolipoamide[m]	m02878m
S-aminomethyldihydrolipoylprotein[m]	m02879m
sarcosine[c]	m02880c
sarcosine[m]	m02880m
sarcosine[p]	m02880p
sarcosine[s]	m02880s
se-adenosyl-L-selenohomocysteine[c]	m02881c
se-adenosyl-L-selenohomocysteine[n]	m02881n
se-adenosylselenomethionine[c]	m02882c
se-adenosylselenomethionine[n]	m02882n
sedoheptulose-1,7-bisphosphate[c]	m02883c
sedoheptulose-7-phosphate[c]	m02884c
selenate[c]	m02885c
selenate[s]	m02885s
selenide[c]	m02886c
selenite[c]	m02887c
selenocystathionine[c]	m02888c
selenocysteine[c]	m02889c
selenohomocysteine[c]	m02890c
selenomethionine[c]	m02891c
selenomethionine-se-oxide[c]	m02892c
selenomethionyl-tRNA(met)[c]	m02893c
selenophosphate[c]	m02894c
se-methyl-L-selenocysteine[c]	m02895c
serine[c]	m02896c
serine[l]	m02896l
serine[m]	m02896m
serine[p]	m02896p
serine[s]	m02896s
serotonin[c]	m02897c
serotonin[s]	m02897s
S-farnesyl-protein[c]	m02898c
S-glutaryldihydrolipoamide[m]	m02899m
S-glutathionyl-2-4-dinitrobenzene[c]	m02900c
S-glutathionyl-2-4-dinitrobenzene[s]	m02900s
S-glutathionyl-ethacrynic acid[c]	m02901c
S-glutathionyl-ethacrynic acid[s]	m02901s
sialyl(1,3)-sialyl(2,6)-galactosylgloboside[c]	m02902c
sialyl(1,3)-sialyl(2,6)-galactosylgloboside[g]	m02902g
sialyl(1,3)-sialyl(2,6)-galactosylgloboside[s]	m02902s
sialyl(2,3)-sialyl(2,6)-galactosylgloboside[c]	m02903c
sialyl(2,3)-sialyl(2,6)-galactosylgloboside[g]	m02903g
sialyl(2,3)-sialyl(2,6)-galactosylgloboside[s]	m02903s
sialyl-3-paragloboside[c]	m02904c
sialyl-3-paragloboside[g]	m02904g
sialyl-galactosylgloboside[g]	m02905g
sialyl-T antigen[g]	m02906g
sialyl-Tn antigen[c]	m02907c
sialyl-Tn antigen[g]	m02907g
sialyl-Tn antigen[s]	m02907s
SM pool[c]	m02908c
SM pool[g]	m02908g
SM pool[l]	m02908l
SM pool[r]	m02908r
SMCFA-blood-pool[s]	m02909s
S-methyl-5-thio-D-ribulose-1-phosphate[c]	m02910c
sn-glycero-3-phospho-1-inositol[c]	m02911c
sn-glycerol-3-PC[c]	m02912c
sn-glycerol-3-PE[c]	m02913c
sn-glycerol-3-phosphate[c]	m02914c
sn-glycerol-3-phosphate[m]	m02914m
sn-glycerol-3-phosphate[p]	m02914p
somatostatin fragment 3-14[c]	m02915c
somatostatin[c]	m02916c
sorbitol-3-phosphate[c]	m02917c
S-palmitoylprotein[c]	m02918c
spermic acid 1[c]	m02919c
spermidine dialdehyde[c]	m02920c
spermidine dialdehyde[p]	m02920p
spermidine dialdehyde[s]	m02920s
spermidine monoaldehyde 1[c]	m02921c
spermidine monoaldehyde 1[p]	m02921p
spermidine monoaldehyde 1[s]	m02921s
spermidine monoaldehyde 2[c]	m02922c
spermidine monoaldehyde 2[p]	m02922p
spermidine monoaldehyde 2[s]	m02922s
spermidine[c]	m02923c
spermidine[p]	m02923p
spermidine[s]	m02923s
spermine dialdehyde[c]	m02924c
spermine dialdehyde[p]	m02924p
spermine dialdehyde[s]	m02924s
spermine monoaldehyde[c]	m02925c
spermine monoaldehyde[p]	m02925p
spermine monoaldehyde[s]	m02925s
spermine[c]	m02926c
spermine[p]	m02926p
spermine[s]	m02926s
sphinganine[c]	m02927c
sphinganine[r]	m02927r
sphinganine-1-phosphate[c]	m02928c
sphinganine-1-phosphate[r]	m02928r
sphinganine-1-phosphate[s]	m02928s
sphingosine[c]	m02929c
sphingosine[g]	m02929g
sphingosine[l]	m02929l
sphingosine[r]	m02929r
sphingosine[s]	m02929s
sphingosine-1-phosphate[c]	m02930c
sphingosine-1-phosphate[r]	m02930r
sphingosine-1-phosphate[s]	m02930s
sphingosylphosphorylcholine[c]	m02931c
sphingosylphosphorylcholine[s]	m02931s
squalene 2,3-oxide[c]	m02932c
squalene[c]	m02933c
S-succinyldihydrolipoamide[m]	m02934m
STAR[c]	m02935c
STAR[l]	m02935l
STAR[m]	m02935m
starch structure 1[s]	m02936s
starch structure 2[s]	m02937s
stearate[c]	m02938c
stearate[l]	m02938l
stearate[r]	m02938r
stearate[s]	m02938s
stearidonic acid[c]	m02939c
stearidonic acid[l]	m02939l
stearidonic acid[r]	m02939r
stearidonic acid[s]	m02939s
stearoylcarnitine[c]	m02940c
stearoylcarnitine[m]	m02940m
stearoylcarnitine[r]	m02940r
stearoyl-CoA[c]	m02941c
stearoyl-CoA[m]	m02941m
stearoyl-CoA[p]	m02941p
stearoyl-CoA[r]	m02941r
succinate semialdehyde[m]	m02942m
succinate[c]	m02943c
succinate[m]	m02943m
succinate[p]	m02943p
succinate[s]	m02943s
succinyl-CoA[c]	m02944c
succinyl-CoA[m]	m02944m
sucrose[s]	m02945s
sulfate[c]	m02946c
sulfate[l]	m02946l
sulfate[m]	m02946m
sulfate[r]	m02946r
sulfate[s]	m02946s
sulfatide galactocerebroside[c]	m02947c
sulfatide galactocerebroside[g]	m02947g
sulfatide galactocerebroside[l]	m02947l
sulfatide[l]	m02948l
sulfite[c]	m02949c
sulfite[m]	m02949m
sulfite[s]	m02949s
sulfochenodeoxycholate[c]	m02950c
sulfochenodeoxycholate[s]	m02950s
sulfoglycolithocholate[c]	m02951c
sulfoglycolithocholate[s]	m02951s
sulfotaurolithocholate[c]	m02952c
sulfotaurolithocholate[s]	m02952s
tachysterol 3[c]	m02953c
TAG epoxide[c]	m02954c
tagatose-1,6-bisphosphate[c]	m02955c
TAG-chylomicron pool[s]	m02956s
TAG-extraction[s]	m02957s
TAG-LD pool[c]	m02958c
TAG-LD pool[l]	m02958l
TAG-LD pool[r]	m02958r
TAG-VLDL pool[s]	m02959s
T-antigen[g]	m02960g
taurine[c]	m02961c
taurine[p]	m02961p
taurine[s]	m02961s
taurochenodeoxycholate[c]	m02962c
taurochenodeoxycholate[p]	m02962p
taurochenodeoxycholate[s]	m02962s
taurocholate[c]	m02963c
taurocholate[p]	m02963p
taurocholate[s]	m02963s
taurodeoxycholate[c]	m02964c
taurodeoxycholate[p]	m02964p
taurolithocholate[c]	m02965c
taurolithocholate[p]	m02965p
taurolithocholate[s]	m02965s
tauroursodeoxycholate[c]	m02966c
tauroursodeoxycholate[s]	m02966s
testosterone glucuronide[c]	m02967c
testosterone glucuronide[r]	m02967r
testosterone glucuronide[s]	m02967s
testosterone sulfate[c]	m02968c
testosterone sulfate[s]	m02968s
testosterone[c]	m02969c
testosterone[r]	m02969r
testosterone[s]	m02969s
tetracosanoylcarnitine[c]	m02970c
tetracosanoylcarnitine[r]	m02970r
tetracosanoyl-CoA[c]	m02971c
tetracosanoyl-CoA[p]	m02971p
tetracosanoyl-CoA[r]	m02971r
tetradecanoyl-[ACP][c]	m02972c
tetradecanoylcarnitine[c]	m02973c
tetradecanoylcarnitine[m]	m02973m
tetradecanoylcarnitine[r]	m02973r
tetradecenoylcarnitine(5)[c]	m02974c
tetradecenoylcarnitine(5)[m]	m02974m
tetradecenoylcarnitine(5)[r]	m02974r
tetradecenoylcarnitine(7)[c]	m02975c
tetradecenoylcarnitine(7)[m]	m02975m
tetradecenoylcarnitine(7)[r]	m02975r
tetradecenoylcarnitine(9)[c]	m02976c
tetradecenoylcarnitine(9)[m]	m02976m
tetradecenoylcarnitine(9)[r]	m02976r
tetraHCA[c]	m02977c
tetraHCA[m]	m02977m
tetrahydrobiopterin[c]	m02978c
tetrahydrobiopterin[n]	m02978n
tetrahydropteroyltri-L-glutamate[c]	m02979c
THF[c]	m02980c
THF[l]	m02980l
THF[m]	m02980m
THF[s]	m02980s
THF-hexaglutamate[c]	m02981c
thiamin[c]	m02982c
thiamin[s]	m02982s
thiamin-P[c]	m02983c
thiamin-P[m]	m02983m
thiamin-P[s]	m02983s
thiamin-PP[c]	m02984c
thiamin-PP[m]	m02984m
thiamin-PPP[c]	m02985c
thiamin-PPP[s]	m02985s
thiocyanate[c]	m02986c
thiocyanate[m]	m02986m
thiocyanate[s]	m02986s
thiocysteine[c]	m02987c
thiol[c]	m02988c
thiopurine[c]	m02989c
thioredoxin[c]	m02990c
thioredoxin[m]	m02990m
thioredoxin[n]	m02990n
thiosulfate[c]	m02991c
thiosulfate[m]	m02991m
thiosulfate[s]	m02991s
threonate[c]	m02992c
threonine[c]	m02993c
threonine[l]	m02993l
threonine[m]	m02993m
threonine[s]	m02993s
thromboxane A2[c]	m02994c
thromboxane A2[r]	m02994r
thromboxane A2[s]	m02994s
thromboxane B2[c]	m02995c
thromboxane B2[r]	m02995r
